language_code,word,pinyin,meaning_en,frequency_rank,source_freq,source_dict
en,probably,,probably,361,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,beautiful,,beautiful,362,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,doctor,,doctor,363,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,sit,,sit,364,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,eat,,eat,365,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,thinking,,thinking,366,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,young,,young,367,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,second,,second,368,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,working,,working,369,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,water,,water,370,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,person,,person,371,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,part,,part,372,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,kids,,kids,373,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,late,,late,374,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,stuff,,stuff,375,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,exactly,,exactly,376,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,under,,under,377,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,death,,death,378,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,minute,,minute,379,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,pay,,pay,380,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,crazy,,crazy,381,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,forget,,forget,382,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,everybody,,everybody,383,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,kid,,kid,384,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,change,,change,385,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,gave,,gave,386,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,happen,,happen,387,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,damn,,damn,388,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,five,,five,389,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,drink,,drink,390,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,far,,far,391,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,knows,,knows,392,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,its,,its,393,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,whatever,,whatever,394,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,eyes,,eyes,395,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,shut,,shut,396,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,aren,,aren,397,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,hit,,hit,398,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,taking,,taking,399,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,easy,,easy,400,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,times,,times,401,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,check,,check,402,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,hands,,hands,403,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,minutes,,minutes,404,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,deal,,deal,405,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,different,,different,406,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,means,,means,407,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,point,,point,408,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,inside,,inside,409,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,makes,,makes,410,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,asked,,asked,411,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,somebody,,somebody,412,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,mine,,mine,413,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,making,,making,414,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,body,,body,415,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,afraid,,afraid,416,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,sleep,,sleep,417,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,chance,,chance,418,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,dear,,dear,419,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,quite,,quite,420,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,four,,four,421,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,anyway,,anyway,422,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,close,,close,423,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,ain,,ain,424,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,party,,party,425,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,fun,,fun,426,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,against,,against,427,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,word,,word,428,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,comes,,comes,429,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,important,,important,430,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,set,,set,431,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,shall,,shall,432,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,story,,story,433,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,number,,number,434,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,daughter,,daughter,435,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,least,,least,436,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,waiting,,waiting,437,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,hurt,,hurt,438,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,wish,,wish,439,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,moment,,moment,440,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,fight,,fight,441,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,week,,week,442,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,husband,,husband,443,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,girls,,girls,444,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,rest,,rest,445,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,married,,married,446,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,fire,,fire,447,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,game,,game,448,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,nobody,,nobody,449,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,mr,,mr,450,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,children,,children,451,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,side,,side,452,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,stand,,stand,453,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,read,,read,454,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,though,,though,455,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,cut,,cut,456,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,started,,started,457,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,sister,,sister,458,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,supposed,,supposed,459,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,between,,between,460,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,child,,child,461,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,goes,,goes,462,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,hours,,hours,463,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,speak,,speak,464,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,women,,women,465,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,behind,,behind,466,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,almost,,almost,467,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,truth,,truth,468,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,blood,,blood,469,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,able,,able,470,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,lady,,lady,471,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,anymore,,anymore,472,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,playing,,playing,473,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,gets,,gets,474,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,shot,,shot,475,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,reason,,reason,476,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,trouble,,trouble,477,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,break,,break,478,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,war,,war,479,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,city,,city,480,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,walk,,walk,481,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,town,,town,482,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,trust,,trust,483,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,met,,met,484,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,office,,office,485,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,question,,question,486,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,brought,,brought,487,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,yours,,yours,488,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,welcome,,welcome,489,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,high,,high,490,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,wow,,wow,491,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,couple,,couple,492,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,half,,half,493,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,died,,died,494,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,cool,,cool,495,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,free,,free,496,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,either,,either,497,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,seems,,seems,498,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,power,,power,499,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,whoa,,whoa,500,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,bye,,bye,501,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,buy,,buy,502,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,telling,,telling,503,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,honey,,honey,504,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,tried,,tried,505,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,front,,front,506,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,team,,team,507,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,answer,,answer,508,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,gun,,gun,509,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,boys,,boys,510,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,line,,line,511,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,send,,send,512,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,news,,news,513,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,stupid,,stupid,514,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,bed,,bed,515,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,hurry,,hurry,516,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,full,,full,517,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,months,,months,518,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,save,,save,519,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,sometimes,,sometimes,520,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,become,,become,521,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,along,,along,522,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,hate,,hate,523,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,food,,food,524,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,outside,,outside,525,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,light,,light,526,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,l,,l,527,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,needs,,needs,528,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,dog,,dog,529,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,country,,country,530,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,clear,,clear,531,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,order,,order,532,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,em,,em,533,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,fact,,fact,534,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,lord,,lord,535,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,captain,,captain,536,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,six,,six,537,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,hot,,hot,538,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,funny,,funny,539,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,black,,black,540,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,alive,,alive,541,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,pick,,pick,542,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,feeling,,feeling,543,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,living,,living,544,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,cause,,cause,545,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,ahead,,ahead,546,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,lose,,lose,547,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,king,,king,548,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,plan,,plan,549,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,dinner,,dinner,550,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,sighs,,sighs,551,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,sort,,sort,552,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,leaving,,leaving,553,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,shouldn,,shouldn,554,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,running,,running,555,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,boss,,boss,556,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,alright,,alright,557,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,promise,,promise,558,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,taken,,taken,559,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,safe,,safe,560,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,ma,,ma,561,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,book,,book,562,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,sent,,sent,563,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,white,,white,564,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,hour,,hour,565,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,anybody,,anybody,566,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,small,,small,567,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,perfect,,perfect,568,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,lives,,lives,569,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,special,,special,570,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,parents,,parents,571,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,s,,s,572,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,john,,john,573,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,himself,,himself,574,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,perhaps,,perhaps,575,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,sounds,,sounds,576,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,serious,,serious,577,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,sick,,sick,578,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,company,,company,579,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,ha,,ha,580,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,scared,,scared,581,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,uncle,,uncle,582,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,poor,,poor,583,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,red,,red,584,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,past,,past,585,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,earth,,earth,586,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,possible,,possible,587,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,shoot,,shoot,588,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,touch,,touch,589,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,sound,,sound,590,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,top,,top,591,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,ass,,ass,592,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,laughs,,laughs,593,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,cannot,,cannot,594,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,asking,,asking,595,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,win,,win,596,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,glad,,glad,597,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,control,,control,598,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,hmm,,hmm,599,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,human,,human,600,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,drive,,drive,601,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,hair,,hair,602,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,jack,,jack,603,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,bitch,,bitch,604,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,luck,,luck,605,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,murder,,murder,606,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,happens,,happens,607,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,air,,air,608,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,ten,,ten,609,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,daddy,,daddy,610,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,finally,,finally,611,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,chuckles,,chuckles,612,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,fast,,fast,613,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,cold,,cold,614,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,seem,,seem,615,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,laughing,,laughing,616,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,words,,words,617,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,hospital,,hospital,618,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,street,,street,619,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,hang,,hang,620,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,dance,,dance,621,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,meeting,,meeting,622,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,till,,till,623,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,others,,others,624,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,catch,,catch,625,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,follow,,follow,626,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,sense,,sense,627,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,sex,,sex,628,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,lie,,lie,629,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,evening,,evening,630,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,master,,master,631,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,known,,known,632,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,dream,,dream,633,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,write,,write,634,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,million,,million,635,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,voice,,voice,636,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,sweet,,sweet,637,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,rather,,rather,638,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,felt,,felt,639,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,sign,,sign,640,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,lucky,,lucky,641,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,somewhere,,somewhere,642,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,bet,,bet,643,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,o,,o,644,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,jesus,,jesus,645,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,longer,,longer,646,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,calling,,calling,647,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,worked,,worked,648,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,quiet,,quiet,649,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,looked,,looked,650,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,less,,less,651,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,pull,,pull,652,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,beat,,beat,653,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,careful,,careful,654,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,coffee,,coffee,655,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,return,,return,656,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,secret,,secret,657,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,weeks,,weeks,658,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,weren,,weren,659,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,date,,date,660,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,seeing,,seeing,661,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,fall,,fall,662,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,given,,given,663,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,ooh,,ooh,664,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,fault,,fault,665,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,straight,,straight,666,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,takes,,takes,667,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,song,,song,668,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,future,,future,669,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,gentlemen,,gentlemen,670,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,loved,,loved,671,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,changed,,changed,672,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,road,,road,673,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,calm,,calm,674,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,wonderful,,wonderful,675,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,mad,,mad,676,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,turned,,turned,677,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,drop,,drop,678,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,ladies,,ladies,679,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,learn,,learn,680,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,step,,step,681,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,absolutely,,absolutely,682,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,early,,early,683,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,explain,,explain,684,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,clean,,clean,685,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,piece,,piece,686,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,yesterday,,yesterday,687,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,throw,,throw,688,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,picture,,picture,689,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,land,,land,690,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,feet,,feet,691,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,wonder,,wonder,692,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,questions,,questions,693,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,speaking,,speaking,694,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,worth,,worth,695,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,darling,,darling,696,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,dude,,dude,697,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,giving,,giving,698,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,president,,president,699,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,eye,,eye,700,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,quick,,quick,701,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,moving,,moving,702,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,figure,,figure,703,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,state,,state,704,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,strong,,strong,705,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,sam,,sam,706,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,none,,none,707,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,amazing,,amazing,708,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,ones,,ones,709,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,works,,works,710,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,act,,act,711,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,needed,,needed,712,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,weird,,weird,713,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,law,,law,714,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,worried,,worried,715,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,report,,report,716,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,goodbye,,goodbye,717,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,missing,,missing,718,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,choice,,choice,719,hermitdave-frequencywords-en-50k,dictionaryapi-dev
en,happening,,happening,720,hermitdave-frequencywords-en-50k,dictionaryapi-dev
